Metadata_SMILES,Metadata_BROAD_ID,Scaffold
Oc1ccc(cc1)-c1coc2cc(O)ccc2c1=O,BRD-K42095107,O=c1c(-c2ccccc2)coc2ccccc12
CNCCCC1c2ccccc2C=Cc2ccccc12,BRD-K42098891,C1=Cc2ccccc2Cc2ccccc21
OC(=O)C1=CCCN(CCON=C(c2ccccc2)c2ccccc2)C1,BRD-K42221274,C1=CCN(CCON=C(c2ccccc2)c2ccccc2)CC1
CN(C)CCC=C1c2ccccc2C=Cc2ccccc12,BRD-K42348709,C=C1c2ccccc2C=Cc2ccccc21
Cc1ccccc1C(=O)c1ccc(Nc2ccc(Br)cc2N)cc1Cl,BRD-K42452249,O=C(c1ccccc1)c1ccc(Nc2ccccc2)cc1
Nc1ncnc2[nH]nc(Nc3ccc(F)cc3)c12,BRD-K42500029,c1ccc(Nc2n[nH]c3ncncc23)cc1
CCCCCCCCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1,BRD-K42635745,c1ccccc1
CC(=O)N(OCc1ccccc1)[C@H]1[C@H](O)C(C)(C)Oc2ccc(cc12)C#N,BRD-K42679050,c1ccc(CONC2CCOc3ccccc32)cc1
O=C1c2ccccc2C(Cc2ccncc2)(Cc2ccncc2)c2ccccc12,BRD-K42748308,O=C1c2ccccc2C(Cc2ccncc2)(Cc2ccncc2)c2ccccc21
CC(C)(C)c1ccc(C=CC(=O)Nc2ccc3OCCOc3c2)cc1,BRD-K43068349,O=C(C=Cc1ccccc1)Nc1ccc2c(c1)OCCO2
Oc1cc(O)c2c(c1)oc(-c1cc(O)c(O)c(O)c1)c(O)c2=O,BRD-K43149758,O=c1cc(-c2ccccc2)oc2ccccc12
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C=O,BRD-K43245338,O=C(CNC(=O)OCc1ccccc1)NCCc1ccccc1
CNc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(NC)n1,BRD-K43290182,O=S(=O)(Nc1ccncn1)c1ccccc1
CC(C)c1cc(NNC(=O)Nc2cc(Cl)nc(Cl)c2)nc2n(C)nc(C)c12,BRD-K43330982,O=C(NNc1ccc2cn[nH]c2n1)Nc1ccncc1
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O,BRD-K43389675,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3OC1CCCCO1
C[C@@H](NC(=O)C(=C\c1ccc(O)c(O)c1)\C#N)c1ccccc1,BRD-K43405658,O=C(C=Cc1ccccc1)NCc1ccccc1
CC(=O)Nc1nnc(s1)S(N)(=O)=O,BRD-K43457670,c1nncs1
CCC[C@H]1CC2=C(C[C@@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O,BRD-K43468059,O=C1OC(=O)C2=C1CCCC1=C(CC2)C(=O)OC1=O
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,BRD-K43736954,O=C1C=C2CCC3C4CCCC4CC(=O)C3C2CC1
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,BRD-K43744935,C(=C(c1ccccc1)c1ccccc1)c1ccccc1
C(Nc1ncnc2ccccc12)c1ccccc1,BRD-K43796186,c1ccc(CNc2ncnc3ccccc23)cc1
Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O,BRD-K43797669,O=c1c(-c2ccccc2)coc2ccccc12
NC(=N)NCc1cccc(I)c1,BRD-K43860855,c1ccccc1
OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,BRD-K44067360,c1ccc(Nc2ccccc2)cc1
C[C@@H](N)[C@H]1CC[C@@H](CC1)C(=O)Nc1ccncc1,BRD-K44084986,O=C(Nc1ccncc1)C1CCCCC1
Oc1cc2CCCN(Cc2cc1O)C(=S)NCCc1ccc(Cl)cc1,BRD-K44849676,S=C(NCCc1ccccc1)N1CCCc2ccccc2C1
CN(C)C(=O)Cc1c(nc2ccc(C)cn12)-c1ccc(C)cc1,BRD-K44876623,c1ccc(-c2cn3ccccc3n2)cc1
NCCNC(=O)c1ccc(Cl)cc1,BRD-K44899736,c1ccccc1
CC(=O)OCC(CCn1cnc2cnc(N)nc12)COC(C)=O,BRD-K45033733,c1ncc2nc[nH]c2n1
NCCCCNS(=O)(=O)c1ccc2c(Cl)cccc2c1,BRD-K45068323,c1ccc2ccccc2c1
CC(=O)N(O)[C@H]1[C@H](O)C(C)(C)Oc2ccc(cc12)C#N,BRD-K45117373,c1ccc2c(c1)CCCO2
CCCCC(=O)N(Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)[C@@H](C(C)C)C(O)=O,BRD-K45158365,c1ccc(-c2ccccc2-c2nn[nH]n2)cc1
COCCNC(=O)COc1ccc(OCCNC[C@@H](O)COc2ccccc2)cc1,BRD-K45296539,c1ccc(OCCCNCCOc2ccccc2)cc1
CC\C(c1ccc(O)cc1)=C(\CC)c1ccc(O)cc1,BRD-K45330754,C(=Cc1ccccc1)c1ccccc1
CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,BRD-K45401373,C1CCC2C(C1)CCC1C2CCC2C3CCCC3CCC21
CN1CCc2cc(Cl)c(O)cc2[C@H](C1)c1ccccc1,BRD-K45435259,c1ccc(C2CNCCc3ccccc32)cc1
C(COc1ccc2OCOc2c1)CN1CCN(CC1)c1ccccc1,BRD-K45479396,c1ccc(N2CCN(CCCOc3ccc4c(c3)OCO4)CC2)cc1
CCN(CC)C(=O)N1CCN(C)CC1,BRD-K45542189,C1CNCCN1
Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CN(Cc1cccc(F)c1)C2=O)c1ccccc1,BRD-K45662124,O=C(CCCN1CCC2(CC1)C(=O)N(Cc1ccccc1)CN2c1ccccc1)c1ccccc1
Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1ccccn1,BRD-K45861246,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccccc1
COc1ccc(C=Cc2cc(OC)cc(OC)c2)c(OC)c1,BRD-K45988865,C(=Cc1ccccc1)c1ccccc1
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(O)=O,BRD-K46018455,O=C(NCCc1ccccc1)c1ccccc1
CCOC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)COC(=O)CC,BRD-K46137903,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
CCCCN1CCC(CCC(=O)c2cc(Cl)c(N)cc2OC)CC1,BRD-K46142322,O=C(CCC1CCNCC1)c1ccccc1
C(C1=NCCN1)c1ccccc1,BRD-K46211610,c1ccc(CC2=NCCN2)cc1
CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,BRD-K46317332,c1ccc(Cc2ccccc2)cc1
Cc1cc(C)c(c(C)c1)S(=O)(=O)Nc1ccccc1C(F)(F)F,BRD-K46384212,O=S(=O)(Nc1ccccc1)c1ccccc1
Cc1cc(=O)oc2cc(O)ccc12,BRD-K46424862,O=c1ccc2ccccc2o1
CC(C)[C@H](N)C(=O)OCCOCn1cnc2c1nc(N)[nH]c2=O,BRD-K46435977,O=c1[nH]cnc2[nH]cnc12
CN(C)CCCc1cc(ccc1O)C(=O)Nc1ccc(cc1)-c1ccncc1,BRD-K46441700,O=C(Nc1ccc(-c2ccncc2)cc1)c1ccccc1
COc1ccc(CCCn2ncc3c2nc(N)n2nc(nc32)-c2ccco2)cc1,BRD-K46469693,c1ccc(CCCn2ncc3c2ncn2nc(-c4ccco4)nc32)cc1
C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@]2(O)CCC(O)=O,BRD-K46556543,O=C1C=C2C=CC3C4CCCC4CCC3C2CC1
Clc1cc(Cl)c(NC(=O)Nc2ccncc2)c(Cl)c1,BRD-K46678324,O=C(Nc1ccccc1)Nc1ccncc1
COc1ccc2cccc(N3CCN(CCNC(=O)c4ccc(F)cc4)CC3)c2c1,BRD-K46766488,O=C(NCCN1CCN(c2cccc3ccccc23)CC1)c1ccccc1
CC(C)(C(=O)c1cccnc1)c1cccnc1,BRD-K46862739,O=C(Cc1cccnc1)c1cccnc1
Cc1cc(=O)n(-c2ccccc2)n1C,BRD-K46937689,O=c1cc[nH]n1-c1ccccc1
Oc1ccc(cc1O)\C=C(/C#N)C(=O)NCc1ccccc1,BRD-K47105409,O=C(C=Cc1ccccc1)NCc1ccccc1
COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC,BRD-K47150025,O=C(Nc1ccccc1)Nc1ccc(Oc2ccnc3ccccc23)cc1
CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,BRD-K47192521,
CN(C)C\C=C(/c1ccc(Br)cc1)c1cccnc1,BRD-K47207162,C=C(c1ccccc1)c1cccnc1
CN(C)CCOC(c1ccccc1)c1ccccc1,BRD-K47278471,c1ccc(Cc2ccccc2)cc1
CN(C)CCN(Cc1cccs1)c1ccccn1,BRD-K47323024,c1ccc(NCc2cccs2)nc1
NCCCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,BRD-K47328134,O=C(CCc1ccccc1)NCCc1ccccc1
Cc1ccc(cc1)-c1nn(c2ncnc(N)c12)C(C)(C)C,BRD-K47598052,c1ccc(-c2n[nH]c3ncncc23)cc1
CC(=O)Oc1cccc(C(O)=O)c1OC(C)=O,BRD-K47608922,c1ccccc1
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,BRD-K47631482,c1ccc(CNC2CCCCC2)cc1
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,BRD-K47635719,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
Cc1c(oc2c(cccc2c1=O)C(=O)OCCN1CCCCC1)-c1ccccc1,BRD-K47639036,O=C(OCCN1CCCCC1)c1cccc2c(=O)cc(-c3ccccc3)oc12
Cc1[nH]c2ccc(Cl)cc2c1C1=CCNCC1,BRD-K47659338,C1=C(c2c[nH]c3ccccc23)CCNC1
COc1c(OC[C@@H](O)C(C)(C)O)ccc2c(OC)c3ccoc3nc12,BRD-K47693913,c1ccc2nc3occc3cc2c1
NS(=O)(=O)c1cccc2c1c(cc1nc(O)c(O)nc21)[N+]([O-])=O,BRD-K47717570,c1ccc2c(c1)ccc1nccnc12
COc1cc(cc(OC)c1OC)[C@H]1[C@@H]2[C@H](COC2=O)[C@@H](O)c2cc3OCOc3cc12,BRD-K47869605,O=C1OCC2Cc3cc4c(cc3C(c3ccccc3)C12)OCO4
C(N1CCN(CC1)c1ncccn1)c1ccc2OCOc2c1,BRD-K47936004,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1
NC(=C(C#N)C#N)C(\C#N)=C\c1cc(O)c(O)c(O)c1,BRD-K47943470,c1ccccc1
CCCc1cc(=O)[nH]c(=S)[nH]1,BRD-K48168960,O=c1cc[nH]c(=S)[nH]1
NS(=O)(=O)Cc1noc2ccccc12,BRD-K48300629,c1ccc2oncc2c1
Cc1nc2c(O)cccc2c(=O)[nH]1,BRD-K48692744,O=c1[nH]cnc2ccccc12
COc1cc(cc(OC)c1OC)C(=O)OCCCN1CCCN(CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)CC1,BRD-K48722258,O=C(OCCCN1CCCN(CCCOC(=O)c2ccccc2)CC1)c1ccccc1
CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,BRD-K48735772,c1ccc(Nc2ncnc3cnccc23)cc1
CCCn1c(=O)[nH]c2nc([nH]c2c1=O)-c1ccc(cc1)S(O)(=O)=O,BRD-K49027941,O=c1[nH]c(=O)c2[nH]c(-c3ccccc3)nc2[nH]1
Nc1nc2ccc(Cl)cc2c2nc(nn12)-c1ccco1,BRD-K49049886,c1coc(-c2nc3c4ccccc4ncn3n2)c1
CCOC(=O)c1cc2c(cn1)[nH]c1ccccc21,BRD-K49061529,c1ccc2c(c1)[nH]c1cnccc12
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)c1ccco1,BRD-K49111258,O=C(c1ccco1)N1CCN(c2ncc3ccccc3n2)CC1
CCN(CC)CC1CCN(CC1)c1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,BRD-K49294207,c1ccc(Nc2ncnc3cnc(N4CCCCC4)nc23)cc1
O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,BRD-K49448285,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12
COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,BRD-K49481516,C1=CC23CCNCc4cccc(c42)OC3CC1
C(c1cnc[nH]1)c1ccncc1,BRD-K49519092,c1cc(Cc2cnc[nH]2)ccn1
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,BRD-K49577446,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12
Oc1ccc(C=C(C#N)C#N)cc1O,BRD-K49657628,c1ccccc1
Fc1ccc(cc1)C(=O)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,BRD-K49671696,O=C(c1ccccc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
OC(=O)c1[nH]c2cc(Cl)cc(Cl)c2c1C=CC(=O)Nc1ccccc1,BRD-K49890030,O=C(C=Cc1c[nH]c2ccccc12)Nc1ccccc1
Cn1cc(C(=O)OCC2CCN(CCNS(C)(=O)=O)CC2)c2ccccc12,BRD-K49945136,O=C(OCC1CCNCC1)c1c[nH]c2ccccc12
COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CCNS(C)(=O)=O)CC1,BRD-K50018155,O=C(CCC1CCNCC1)c1ccccc1
C(CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1)Cc1ccccc1,BRD-K50135270,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1
Nc1ccc2C(=O)NC(=O)c3cccc1c23,BRD-K50214219,O=C1NC(=O)c2cccc3cccc1c23
C(NC(c1ccccc1)(c1ccccc1)c1ccccc1)c1cccnc1,BRD-K50325075,c1ccc(C(NCc2cccnc2)(c2ccccc2)c2ccccc2)cc1
CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1,BRD-K50388907,O=C(c1ccccc1)c1ccccc1
Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl,BRD-K50398167,c1ccc(Nc2ccccc2)cc1
CCN1CCC[C@H]1CNC(=O)c1c(O)c(CC)cc(Cl)c1OC,BRD-K50417881,O=C(NCC1CCCN1)c1ccccc1
Cc1ncsc1CCCl,BRD-K50422030,c1cscn1
COc1cc2CCN(C)[C@H]3Cc4ccc(Oc5cc(C[C@H]6N(C)CCc7cc(OC)c(OC)c(Oc1cc23)c67)ccc5OC(=O)c1ccc(cc1)[N+]([O-])=O)cc4,BRD-K50464341,O=C(Oc1ccc2cc1Oc1ccc(cc1)CC1NCCc3ccc(cc31)Oc1cccc3c1C(C2)NCC3)c1ccccc1
COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC,BRD-K50495309,c1ccc(Oc2ccc(Nc3ncnc4ccccc34)cc2)cc1
Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c1ccc(O)c(O)c1,BRD-K50660797,O=C(OC1Cc2ccccc2OC1c1ccccc1)c1ccccc1
CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,BRD-K50836978,c1ccc(Nc2ncnc3[nH]cnc23)cc1
Oc1c(CC=C)cccc1C=NNC(=O)CN1CCN(Cc2ccccc2)CC1,BRD-K50841342,O=C(CN1CCN(Cc2ccccc2)CC1)NN=Cc1ccccc1
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,BRD-K50859149,O=S(=O)(Nc1ccno1)c1ccccc1
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(cc2)-c2ccc(cc2)C(C)=O)CC1,BRD-K50891186,O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccc(-c2ccccc2)cc1
CCCCc1c([nH]c2nccnc12)-c1ccc(OC)cc1,BRD-K51276371,c1ccc(-c2cc3nccnc3[nH]2)cc1
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,BRD-K51318897,c1ccc(Sc2ccc3nc[nH]c3c2)cc1
C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1,BRD-K51465424,c1ccc(CCNCCc2ccccc2)cc1
CCOc1cc(\C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O,BRD-K51476772,c1ccc(CSc2ccccc2)cc1
C[C@@H](CN1CCC(Cc2ccccc2)CC1)[C@@H](O)c1ccc(O)cc1,BRD-K51541829,c1ccc(CCCN2CCC(Cc3ccccc3)CC2)cc1
NC(=O)Nc1sc(cc1C(N)=O)-c1ccc(F)cc1,BRD-K51575138,c1ccc(-c2cccs2)cc1
CCN1CCC[C@H]1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O,BRD-K51671335,O=C(NCC1CCCN1)c1ccccc1
CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,BRD-K51751936,O=C1CC2CCCC2C2CCC3CCCCC3C12
Ic1ccc(CCNC(=N)SCCCc2c[nH]cn2)cc1,BRD-K51918615,N=C(NCCc1ccccc1)SCCCc1c[nH]cn1
Cc1ncc(n1CCO)[N+]([O-])=O,BRD-K52020312,c1c[nH]cn1
C\C=C\C\C=C\CCC(=O)[C@H]1O[C@H]1C(N)=O,BRD-K52075040,C1CO1
CCCn1c2nc(N)nn2cc(C)c1=O,BRD-K52219182,O=c1ccn2ncnc2[nH]1
CC(=O)Nc1ccc(cc1)C(=O)Nc1ccccc1N,BRD-K52313696,O=C(Nc1ccccc1)c1ccccc1
COC1(C[S@@](=O)c2ccccc2)CCN(CCc2c[nH]c3ccc(F)cc23)CC1,BRD-K52394958,O=S(CC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1
CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,BRD-K52397688,c1ccc(C(CCCN2CCNCC2)c2ccccc2)cc1
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,BRD-K52459643,O=C1CCCC1
CC(=O)NNC(=O)N1Cc2ccccc2Oc2ccc(Cl)cc12,BRD-K52512893,c1ccc2c(c1)CNc1ccccc1O2
OC(=O)c1ccc2c3nc4ccccc4n3c(=O)c3cccc1c23,BRD-K52620403,O=c1c2cccc3cccc(c32)c2nc3ccccc3n12
CCN(CC)CC(=O)Nc1c(C)cccc1C,BRD-K52662033,c1ccccc1
CC1(C)Oc2ccc(cc2[C@@H](OC2=CC(=O)CC2)[C@@H]1O)C#N,BRD-K52721684,O=C1C=C(OC2CCOc3ccccc32)CC1
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)\C=C\c1cc(OC)c(OC)c(OC)c1,BRD-K52930707,O=C(C=Cc1ccccc1)OC1CCC2CC3c4[nH]c5ccccc5c4CCN3CC2C1
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc12,BRD-K52989797,c1ccc2c(c1)CCc1ccccc1N2
[O-][N+](=O)c1cnc(s1)N1CCNC1=O,BRD-K53123955,O=C1NCCN1c1nccs1
Clc1ccc(cc1)-c1nc2sccn2c1\C=N\OCc1ccc(Cl)c(Cl)c1,BRD-K53263234,C(=NOCc1ccccc1)c1c(-c2ccccc2)nc2sccn12
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c([C@H]23)n1c1ccccc41,BRD-K53318339,C1=Cn2c3c(c4ccccc42)CCN2CCCC1C32
COc1cc(C[C@@H]2[C@@H](Cc3ccc(OC)c(OC)c3)COC2=O)ccc1O,BRD-K53523901,O=C1OCC(Cc2ccccc2)C1Cc1ccccc1
Oc1nc2cc(C#N)c(cc2nc1O)[N+]([O-])=O,BRD-K53545112,c1ccc2nccnc2c1
CN(C)CCC=C1c2ccccc2CCc2ccccc12,BRD-K53737926,C=C1c2ccccc2CCc2ccccc21
Cc1nc2CCCCn2c(=O)c1CCN1CCC(CC1)c1noc2cc(F)ccc12,BRD-K53857191,O=c1c(CCN2CCC(c3noc4ccccc34)CC2)cnc2n1CCCC2
COCc1nc2c([nH]1)n(CC(C)C)c(=O)n(C)c2=O,BRD-K53878242,O=c1[nH]c(=O)c2nc[nH]c2[nH]1
CN(CC[C@@H](Oc1ccc(cc1)-c1ccccc1)c1ccc(F)cc1)CC(O)=O,BRD-K53979406,c1ccc(COc2ccc(-c3ccccc3)cc2)cc1
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,BRD-K54094468,O=C(NCC1CCCN1)c1ccccc1
Oc1ccc(NC(=O)CCCc2ccc(cc2)-c2ccccc2F)cc1,BRD-K54095730,O=C(CCCc1ccc(-c2ccccc2)cc1)Nc1ccccc1
C(Oc1ccccc1C1CC1)C1=NCCN1,BRD-K54142781,c1ccc(C2CC2)c(OCC2=NCCN2)c1
Oc1ccc(cc1-n1c2ccc(cc2[nH]c1=O)C(F)(F)F)C(F)(F)F,BRD-K54210043,O=c1[nH]c2ccccc2n1-c1ccccc1
C(CN1CCCCC1)Oc1ccc(cc1)-c1cnc2c(cnn2c1)-c1ccncc1,BRD-K54233340,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1
Oc1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1,BRD-K54330070,c1ccc(-c2nc(-c3ccccc3)c(-c3ccncc3)[nH]2)cc1
COc1ccc(cc1)-c1c(O)c2c(OC)c3C=CC(C)(C)Oc3cc2oc1=O,BRD-K54411430,O=c1oc2cc3c(cc2cc1-c1ccccc1)C=CCO3
C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,BRD-K54529596,C1CCNC1
Cc1nc2sccn2c(=O)c1CCN1CCC(CC1)=C(c1ccccc1)c1ccc(F)cc1,BRD-K54665485,O=c1c(CCN2CCC(=C(c3ccccc3)c3ccccc3)CC2)cnc2sccn12
C=C1C[C@@H]2COC(=O)[C@]2(Cc2ccc3ccccc3c2)C1,BRD-K54704028,C=C1CC2COC(=O)C2(Cc2ccc3ccccc3c2)C1
OC(=O)c1n(Cc2ccc(Cl)cc2)c2ccc(Cl)cc2c1Sc1ccccc1,BRD-K54708045,c1ccc(Cn2cc(Sc3ccccc3)c3ccccc32)cc1
CN(C)CC\C=C1/c2ccccc2CSc2ccccc12,BRD-K54759182,C=C1c2ccccc2CSc2ccccc21
C[C@H](CCC(=O)NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,BRD-K54771420,C1CCC2C(C1)CCC1C3CCCC3CCC21
Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,BRD-K54790157,O=c1ccc2cc3ccoc3cc2o1
CCn1cc(C(O)=O)c(=O)c2cc(F)c(cc12)N1CCN(C)CC1,BRD-K55034111,O=c1cc[nH]c2cc(N3CCNCC3)ccc12
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O,BRD-K55191674,O=C(Cc1ccccc1)NC1C(=O)N2CCSC12
C1CN=C(N1)c1ccc2ccccc2n1,BRD-K55344148,c1ccc2nc(C3=NCCN3)ccc2c1
Clc1cccc(SC2CCNCC2)n1,BRD-K55424922,c1ccc(SC2CCNCC2)nc1
C1CCc2c(C1)n1CCNCc3cccc2c13,BRD-K55430733,c1cc2c3c(c1)c1c(n3CCNC2)CCCC1
COc1ccc(cc1)C(=C1C(=O)Nc2ccccc12)c1ccc(OC)cc1,BRD-K55454768,O=C1Nc2ccccc2C1=C(c1ccccc1)c1ccccc1
Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1,BRD-K55468218,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccccc1
OC(=O)c1cc2cc(Cc3cccnc3)ccc2o1,BRD-K55529781,c1cncc(Cc2ccc3occc3c2)c1
COc1ccc(cc1)-c1coc2cc(O)ccc2c1=O,BRD-K55567017,O=c1c(-c2ccccc2)coc2ccccc12
Cc1ccc(CC2(O)CCN(CCOc3ccc(O)cc3)CC2)cc1,BRD-K55677650,c1ccc(CC2CCN(CCOc3ccccc3)CC2)cc1
Cc1nc2c(OCc3ccccc3)cccn2c1CC#N,BRD-K55748775,c1ccc(COc2cccn3ccnc23)cc1
O=C1NC(=O)C(N1)(c1ccccc1)c1ccccc1,BRD-K55930204,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
O=C(NCCCCCCNC(=O)ON=C1CCCCC1)ON=C1CCCCC1,BRD-K56047318,O=C(NCCCCCCNC(=O)ON=C1CCCCC1)ON=C1CCCCC1
COCc1cc(O)c(O)c(O)c1-c1c(COC)cc(O)c(O)c1O,BRD-K56064827,c1ccc(-c2ccccc2)cc1
C1CN=C(N1)c1cc2ccccc2cn1,BRD-K56115039,c1ccc2cc(C3=NCCN3)ncc2c1
OCCOCCN1CCN(Cc2cccc(Oc3ccccc3)c2)CC1,BRD-K56403959,c1ccc(Oc2cccc(CN3CCNCC3)c2)cc1
C[C@H](\C=C\[C@@H](O)C1CC1)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C,BRD-K56429665,C=C1CCCCC1=CC=C1CCCC2C(CC=CCC3CC3)CCC12
CN(C)c1cccc2c(cccc12)S(=O)(=O)Nc1onc(C)c1C,BRD-K56509348,O=S(=O)(Nc1ccno1)c1cccc2ccccc12
Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1,BRD-K56558538,c1ccc(CNC2CCCCC2)cc1
CC[N+](CC)(CC)CC(=O)Nc1c(C)cccc1C,BRD-K56596464,c1ccccc1
CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]2[C@H]1Cc1cn(C)c3cccc2c13,BRD-K56699285,O=C(NCC1CNC2Cc3c[nH]c4cccc(c34)C2C1)OCc1ccccc1
CN(C)CCN(Cc1ccccc1)c1ccccn1,BRD-K57033106,c1ccc(CNc2ccccn2)cc1
CCN(C(=O)\C=C\C)c1ccccc1C,BRD-K57179821,c1ccccc1
COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(O)=O)c2c1,BRD-K57222227,O=C(c1ccccc1)n1ccc2ccccc21
O=C(OCCN1CCOCC1)C1(CCCCC1)c1ccccc1,BRD-K57304726,O=C(OCCN1CCOCC1)C1(c2ccccc2)CCCCC1
