Metadata_SMILES,Metadata_BROAD_ID,Scaffold
C[C@@H](NC(=O)C(=C/c1ccc(O)c(O)c1)\C#N)c1ccccc1,BRD-K11158509,O=C(C=Cc1ccccc1)NCc1ccccc1
O=c1[nH]c2ccccc2c2ccccc12,BRD-K11163873,O=c1[nH]c2ccccc2c2ccccc12
CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl,BRD-K11298197,c1ccccc1
CCc1cc2N(Cc3ccc(cc3)-c3ccccc3-c3nnn[nH]3)C(=O)CCc2c(CC)n1,BRD-K11373525,O=C1CCc2cnccc2N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
NC(=N)NC(=N)NCCc1ccccc1,BRD-K11399644,c1ccccc1
Fc1ccc(cc1)C(OCCN1CCN(CC=Cc2ccccc2)CC1)c1ccc(F)cc1,BRD-K11634954,C(=Cc1ccccc1)CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1
C1CN=C(N1)c1cnc2ccccc2n1,BRD-K11696279,c1ccc2nc(C3=NCCN3)cnc2c1
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,BRD-K11717138,O=C(c1ccccc1)c1coc2ccccc12
Cc1ccc(cc1)C(=C/CN1CCCC1)\c1ccccn1,BRD-K11742128,C(CN1CCCC1)=C(c1ccccc1)c1ccccn1
COc1ccc(NC(=O)c2ccc(cc2)-c2ccc(cc2C)-c2noc(C)n2)cc1N1CCN(C)CC1,BRD-K11911061,O=C(Nc1cccc(N2CCNCC2)c1)c1ccc(-c2ccc(-c3ncon3)cc2)cc1
Cc1ccc2c(c1C)n(CCCN)c1ccccc1c2=O,BRD-K11927976,O=c1c2ccccc2[nH]c2ccccc12
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,BRD-K12102668,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1
NC(=N)c1ccc(cc1)N1CCN(CC1)C1CCN(CC(O)=O)CC1,BRD-K12120659,c1ccc(N2CCN(C3CCNCC3)CC2)cc1
Fc1ccc(cc1)C(N1CCN(CC=Cc2ccccc2)CC1)c1ccc(F)cc1,BRD-K12184470,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1
Cc1cnc(cn1)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,BRD-K12219985,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2cnccn2)cc1
N\C(Sc1ccc(N)cc1)=C(\C#N)c1ccccc1C(F)(F)F,BRD-K12244279,C(=Cc1ccccc1)Sc1ccccc1
Oc1ccc(C=C(C#N)C(=O)NCc2ccccc2)cc1O,BRD-K12357156,O=C(C=Cc1ccccc1)NCc1ccccc1
OC(=O)CCC(=O)c1ccc(cc1)-c1ccccc1,BRD-K12513978,c1ccc(-c2ccccc2)cc1
COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c1cccs1,BRD-K12539581,O=C(c1ccc2[nH]cnc2c1)c1cccs1
CCc1ccc2c(nc(=O)n(CC)c2n1)-c1cccc(Cl)c1,BRD-K12932420,O=c1nc(-c2ccccc2)c2cccnc2[nH]1
Cc1onc(c1-c1ccc(cc1)S(N)(=O)=O)-c1ccccc1,BRD-K12994359,c1ccc(-c2conc2-c2ccccc2)cc1
Oc1ccc([N+][O-])c2cccnc12,BRD-K13169950,c1ccc2ncccc2c1
Cc1c(noc1-c1ccc(Cl)cc1)C1CCN(CCc2ccccc2)CC1,BRD-K13211965,c1ccc(CCN2CCC(c3cc(-c4ccccc4)on3)CC2)cc1
CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@@H]12,BRD-K13261168,c1ncc2c(n1)CC1CCCNC1C2
CC(=O)N=c1sc(nn1C)S(N)(=O)=O,BRD-K13356952,N=c1[nH]ncs1
CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,BRD-K13533483,O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1
CCCN1CCc2cccc-3c2[C@H]1Cc1ccc(O)c(O)c-31,BRD-K13544237,c1ccc2c(c1)CC1NCCc3cccc-2c31
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)[C@@H](O)CC(O)=O,BRD-K13571841,
OC[C@H]1O[C@@H](Oc2cc(O)c3c(c2)oc(cc3=O)-c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,BRD-K13642330,O=c1cc(-c2ccccc2)oc2cc(OC3CCCCO3)ccc12
C1CN2Cc3ccccc3N=C2C1,BRD-K13819402,c1ccc2c(c1)CN1CCCC1=N2
CC(C)NC[C@H](O)COc1cccc2ccccc12,BRD-K13994703,c1ccc2ccccc2c1
CCOC(=O)Oc1c(OC)cc(cc1OC)C(=O)O[C@@H]1C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]([C@H]1OC)C(=O)OC,BRD-K14200658,O=C(OC1CCC2CC3c4[nH]c5ccccc5c4CCN3CC2C1)c1ccccc1
Cc1cc(ccc1N=Nc1cc(c2ccccc2c1N)S(O)(=O)=O)-c1ccc(N=Nc2cc(c3ccccc3c2N)S(O)(=O)=O)c(C)c1,BRD-K14221570,c1ccc2cc(N=Nc3ccc(-c4ccc(N=Nc5ccc6ccccc6c5)cc4)cc3)ccc2c1
Nc1ccc(CCN2CCN(CC2)c2cccc(c2)C(F)(F)F)cc1,BRD-K14282469,c1ccc(CCN2CCN(c3ccccc3)CC2)cc1
Oc1ccc(C=C(C#N)C(=O)NCCCCc2ccccc2)cc1O,BRD-K14441456,O=C(C=Cc1ccccc1)NCCCCc1ccccc1
CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,BRD-K14496212,O=C(NC1OC2C3CCCN3C(=O)CN2C1=O)C1C=C2c3cccc4[nH]cc(c34)CC2NC1
COc1ccc(\C=C\c2cc(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1,BRD-K14536225,C(=Cc1cccc(OC2CCCCO2)c1)c1ccccc1
O=C(N1CCC(CC1)N1CCCC1)c1ccc(Nc2nccc(n2)-c2cc3ccccc3s2)cc1,BRD-K14618467,O=C(c1ccc(Nc2nccc(-c3cc4ccccc4s3)n2)cc1)N1CCC(N2CCCC2)CC1
O[C@@H]1CCCC[C@H]1N1CCC(CC1)c1ccccc1,BRD-K14765469,c1ccc(C2CCN(C3CCCCC3)CC2)cc1
COc1ccc(cc1)-n1nc(cc1-c1ccc(Cl)cc1)C(F)(F)F,BRD-K14767410,c1ccc(-c2ccnn2-c2ccccc2)cc1
CSc1cc2CCN(C(=O)Nc3cccnc3)c2cc1C(F)(F)F,BRD-K14807180,O=C(Nc1cccnc1)N1CCc2ccccc21
FC(F)(F)Oc1ccc(NN=C(C#N)C#N)cc1,BRD-K14821540,c1ccccc1
Nc1cc(nc(=N)n1O)N1CCCCC1,BRD-K14888893,N=c1nc(N2CCCCC2)cc[nH]1
CC(C)Cc1ccc(cc1)[C@H](C)C(O)=O,BRD-K14965640,c1ccccc1
CCC1(C)CC(=O)NC(=O)C1,BRD-K14993104,O=C1CCCC(=O)N1
Cc1ccc(cc1)S(=O)(=O)\C=C\C#N,BRD-K15025317,c1ccccc1
CN1CCN(CC1)C(=O)c1nc2ccc(Cl)cc2[nH]1,BRD-K15086322,O=C(c1nc2ccccc2[nH]1)N1CCNCC1
Clc1ccc(CN2C(=O)C(=O)c3ccccc23)cc1Cl,BRD-K15164005,O=C1C(=O)N(Cc2ccccc2)c2ccccc21
CC(C)n1nnc2cc(ccc12)C(O)=O,BRD-K15196155,c1ccc2[nH]nnc2c1
C1CCN(CC1)C1(CCCCC1)c1cc2ccccc2s1,BRD-K15519488,c1ccc2sc(C3(N4CCCCC4)CCCCC3)cc2c1
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,BRD-K15567136,c1ccc(Cc2nccc3ccccc23)cc1
COc1cccc(CCc2ccccc2OCC[C@@H]2C[C@@H](O)CN2C)c1,BRD-K15588452,c1ccc(CCc2ccccc2OCCC2CCCN2)cc1
FC(F)(F)c1sc(cc1-c1ccccc1)-c1nc(no1)-c1cccc(c1)C(F)(F)F,BRD-K15601958,c1ccc(-c2csc(-c3nc(-c4ccccc4)no3)c2)cc1
Clc1cccc(NN=C(C#N)C#N)c1,BRD-K15616905,c1ccccc1
CN1CCN(CC1)C1=Nc2cc(F)ccc2Cc2ccccc12,BRD-K15715913,c1ccc2c(c1)Cc1ccccc1C(N1CCNCC1)=N2
Nc1nc(cs1)C(=N\O)\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O,BRD-K15766189,N=C(C(=O)NC1C(=O)N2C=CCSC12)c1cscn1
FC(F)(F)c1cc(CO[C@H]2CCCN[C@H]2c2ccccc2)cc(c1)C(F)(F)F,BRD-K15791587,c1ccc(COC2CCCNC2c2ccccc2)cc1
CCN(CC)CCOC(=O)c1cc(Cl)c(N)cc1OC,BRD-K15868788,c1ccccc1
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,BRD-K15916496,c1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1
CCCN(CCC)CCc1cccc2NC(=O)Cc12,BRD-K15933101,O=C1Cc2ccccc2N1
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)\C=C\S(C)(=O)=O,BRD-K15935639,c1ccccc1
O=C1c2ccccc2C(=O)c2ccccc12,BRD-K15957397,O=C1c2ccccc2C(=O)c2ccccc21
Cc1cc(c(O)c(C)c1CC1=NCCN1)C(C)(C)C,BRD-K16195444,c1ccc(CC2=NCCN2)cc1
CC(C)C(=O)c1c(nn2ccccc12)C(C)C,BRD-K16444452,c1ccn2nccc2c1
Nc1ccccc1NC(=O)c1ccc(CNc2nccc(n2)-c2cccnc2)cc1,BRD-K16485616,O=C(Nc1ccccc1)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1
CN1c2ccc(Cl)cc2C(=NCC1=O)c1ccccc1,BRD-K16508793,O=C1CN=C(c2ccccc2)c2ccccc2N1
CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1,BRD-K16542329,O=c1[nH]c(-c2ccccc2)nc2[nH]nnc12
Cn1c2CCNCCc2c2ccccc12,BRD-K16551401,c1ccc2c3c([nH]c2c1)CCNCC3
CCCN1CCc2cc(O)cc-3c2[C@H]1Cc1ccc(O)c(O)c-31,BRD-K16604360,c1ccc2c(c1)CC1NCCc3cccc-2c31
c1ccc(cc1)-c1n[nH]c2c1oc1ccccc21,BRD-K16664969,c1ccc(-c2n[nH]c3c2oc2ccccc23)cc1
Nc1ncnc2n(ncc12)-c1ccccc1,BRD-K16977723,c1ccc(-n2ncc3cncnc32)cc1
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O,BRD-K17016787,c1ccc2c(c1)CCC1C2CCC2CCCC21
CC(C)c1ccc(Cn2ccc3c2ccc2nc(NC4CC4)nc(N)c32)cc1,BRD-K17140735,c1ccc(Cn2ccc3c4cnc(NC5CC5)nc4ccc32)cc1
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,BRD-K17294426,O=C(NC1CCN(Cc2ccccc2)CC1)c1ccccc1
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,BRD-K17368287,O=C1C=C2CCC3C4CCC(=O)C4CC(=O)C3C2CC1
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,BRD-K17378184,O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccc2ccccc2c1
C[C@H](NC(=O)C(=C\c1ccc(O)c(O)c1)\C#N)c1ccccc1,BRD-K17415526,O=C(C=Cc1ccccc1)NCc1ccccc1
Oc1ccc(C(=O)\C=C\c2ccc(O)c(O)c2)c(O)c1,BRD-K17497770,O=C(C=Cc1ccccc1)c1ccccc1
OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,BRD-K17565903,c1ccc(C(CCN2CCCCC2)c2ccccc2)cc1
C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(C)=O)C(=O)COC(C)=O,BRD-K17674993,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
CC(=O)OCCNC(=O)c1cccnc1,BRD-K17693482,c1ccncc1
CCc1ccc(OCc2ccccc2C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1,BRD-K17705806,O=C(Nc1ccc2ncccc2c1)c1ccccc1COc1ccccc1
ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc1ccccc1,BRD-K17743125,O=S(=O)(Nc1ccccc1)c1ccccc1
NC(=N)SCCc1ccc(OCc2ccc(cc2)[N+]([O-])=O)cc1,BRD-K17743697,c1ccc(COc2ccccc2)cc1
CCCn1c(C)c(C(=O)c2cccc3ccccc23)c2ccccc12,BRD-K17796732,O=C(c1cccc2ccccc12)c1c[nH]c2ccccc12
O=C1Nc2ccccc2\C1=C1\Nc2ccccc2C1=O,BRD-K17894950,O=C1Nc2ccccc2C1=C1Nc2ccccc2C1=O
CCC(=O)N(C1CCN(CCc2ccc(cc2)N=C=S)CC1)c1ccccc1,BRD-K17896185,c1ccc(CCN2CCC(Nc3ccccc3)CC2)cc1
CCCCC\C=C/C\C=C/C\C=C/CCCCC(O)=O,BRD-K18059238,
CNC(C)(C)Cc1ccccc1,BRD-K18194590,c1ccccc1
CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,BRD-K18250272,c1ccccc1
COc1cc(C)cc(OC)c1[C@@H]1C=C(C)CC[C@H]1C(C)=C,BRD-K18316707,C1=CC(c2ccccc2)CCC1
COc1c(O)cc2C(=O)O[C@H]3[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]3c2c1O,BRD-K18550767,O=C1OC2CCCOC2c2ccccc21
CCOc1ccc2ccccc2c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O,BRD-K18574842,O=C(NC1C(=O)N2CCSC12)c1cccc2ccccc12
C[C@@]12[C@H](CC[C@]1(O)[C@@H]1CC[C@@H]3C[C@@H](O)CC[C@]3(C)[C@H]1C[C@H]2O)C1=CC(=O)OC1,BRD-K18619710,O=C1C=C(C2CCC3C2CCC2C4CCCCC4CCC23)CO1
CNCCNS(=O)(=O)c1cccc2cnccc12,BRD-K18742343,c1ccc2cnccc2c1
CCCCC[C@H](O)\C=C\[C@H]1[C@H]2C[C@H](CO2)[C@@H]1C\C=C/CCCC(O)=O,BRD-K18757346,C1CC2CC1CO2
CNCCCCOc1ccccc1Cc1ccccc1,BRD-K18779551,c1ccc(Cc2ccccc2)cc1
N\C(Sc1ccccc1N)=C(C#N)/C(C#N)=C(\N)Sc1ccccc1N,BRD-K18787491,C(C=CSc1ccccc1)=CSc1ccccc1
FC(F)(F)CCCS(=O)(=O)Oc1cccc(Oc2cccc(c2C#N)C(F)(F)F)c1,BRD-K18799075,c1ccc(Oc2ccccc2)cc1
CS(=O)(=O)Nc1ccc(Cc2noc(n2)-c2ccc3[nH]cc(CCN)c3c2)cc1,BRD-K18816859,c1ccc(Cc2noc(-c3ccc4[nH]ccc4c3)n2)cc1
CN1CCN(CC1)c1nc2cc(ccc2n2cccc12)C(F)(F)F,BRD-K18909381,c1ccc2c(c1)nc(N1CCNCC1)c1cccn12
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,BRD-K18910433,c1ccc2c(c1)CCC1C2CCC2CCCC21
CC(C)(Oc1ccc(Cl)cc1)C(O)=O,BRD-K19111024,c1ccccc1
CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,BRD-K19295594,c1ccc2cc(-c3ccc4ccccc4c3)ccc2c1
C(CN1CCOCC1)Nc1cc2CCCc3ccccc3-c2nn1,BRD-K19309090,c1ccc2c(c1)CCCc1cc(NCCN3CCOCC3)nnc1-2
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1,BRD-K19352500,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1
CC(C)[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,BRD-K19360254,O=C(NC1OC2C3CCCN3C(=O)CN2C1=O)C1C=C2c3cccc4[nH]cc(c34)CC2NC1
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,BRD-K19462402,O=C(CCCN1CCCC1)c1ccccc1
COc1ccc(C=CC(=O)Nc2ccccc2C(O)=O)cc1OC,BRD-K19533706,O=C(C=Cc1ccccc1)Nc1ccccc1
Clc1cncc(n1)N1CCNCC1,BRD-K19554809,c1cnc(N2CCNCC2)cn1
Nc1nc(NCCc2ccc(O)cc2)nc2nc(nn12)-c1ccco1,BRD-K19605405,c1ccc(CCNc2ncn3nc(-c4ccco4)nc3n2)cc1
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,BRD-K20141153,c1ccc(COc2ccccc2)cc1
CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O,BRD-K20152659,
CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc([C@@H]2C1)c34,BRD-K20620780,c1ccc2c(c1)CCc1cccc3c1C2CN1CCCCC31
CCN(CC)CCNC(=O)COc1ccc(OC)cc1,BRD-K20655524,c1ccccc1
Cn1cc(C(=O)C(=O)N[C@H]2CN3CCC2CC3)c2ccccc12,BRD-K20714604,O=C(NC1CN2CCC1CC2)C(=O)c1c[nH]c2ccccc12
COc1cc(COc2cc(N)c(Cl)cc2C(=O)CCC2CCN(CCNS(C)(=O)=O)CC2)cc(OC)c1,BRD-K20742498,O=C(CCC1CCNCC1)c1ccccc1OCc1ccccc1
Oc1ccc(Nc2nc(cs2)-c2ccc(Cl)cc2)cc1,BRD-K20755323,c1ccc(Nc2nc(-c3ccccc3)cs2)cc1
CN([C@@H]1CCCC[C@@H]1N1CCCC1)C(=O)c1ccc(Cl)c(Cl)c1,BRD-K20995441,O=C(NC1CCCCC1N1CCCC1)c1ccccc1
Nc1nc2ccc(OC(F)(F)F)cc2s1,BRD-K21283037,c1ccc2scnc2c1
Nc1nc(N)c(nc1Cl)C(=O)NC(=N)Nc1ccccc1,BRD-K21350491,N=C(NC(=O)c1cnccn1)Nc1ccccc1
NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,BRD-K21450440,O=S1(=O)NC(CSCc2ccccc2)=Nc2ccccc21
CC(=O)NS(=O)(=O)c1ccc(N)cc1,BRD-K21520694,c1ccccc1
CCOC(=O)Nc1ccc2Sc3ccccc3N(C(=O)CCN3CCOCC3)c2c1,BRD-K21548250,O=C(CCN1CCOCC1)N1c2ccccc2Sc2ccccc21
Cc1cccc(C)c1NC1=NCCCS1,BRD-K21565985,c1ccc(NC2=NCCCS2)cc1
CCCCCC=CCC=CCC=CCC=CCCCC(=O)Nc1ccc(O)cc1,BRD-K21667562,c1ccccc1
OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,BRD-K21680192,O=C1c2ccccc2C(=O)c2ccccc21
CS(=O)(=O)c1ccc(cc1)C1=C(C(=O)OC1)c1ccccc1,BRD-K21733600,O=C1OCC(c2ccccc2)=C1c1ccccc1
Clc1cc(Cl)cc(c1)\C=C(/C#N)c1cccnc1,BRD-K21853356,C(=Cc1cccnc1)c1ccccc1
OC(=O)c1cc(ccc1O)-c1ccc(F)cc1F,BRD-K22031190,c1ccc(-c2ccccc2)cc1
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,BRD-K22134346,O=C1CCCC(CCC2CC=CC3=CCCCC32)O1
COc1ccc(C(=O)c2ccccc2O)c(O)c1,BRD-K22193694,O=C(c1ccccc1)c1ccccc1
O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCNCC1,BRD-K22385716,O=c1cc(N2CCNCC2)oc2c(-c3ccccc3)cccc12
Oc1cc(O)c2c(c1)oc(cc2=O)-c1ccccc1,BRD-K22861715,O=c1cc(-c2ccccc2)oc2ccccc12
OC[C@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+]([O-])=O,BRD-K22969690,c1ccccc1
Oc1c(Br)cc(Br)c2cccnc12,BRD-K23301018,c1ccc2ncccc2c1
C(CNC(c1ccccc1)c1ccccc1)NC(c1ccccc1)c1ccccc1,BRD-K23335153,c1ccc(C(NCCNC(c2ccccc2)c2ccccc2)c2ccccc2)cc1
OC(c1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)c1ccccc1)(C(F)(F)F)C(F)(F)F,BRD-K23383398,O=S(=O)(Nc1ccccc1)c1ccccc1
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C,BRD-K23478508,O=C1C=C(C2CCC3C2CCC2C4CCC(OC5CCC(OC6CCC(OC7CCCCO7)CO6)CO5)CC4CCC23)CO1
CN(C)CCCSC(N)=N,BRD-K23541596,
CC1(C)NC(=O)N(C1=O)c1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,BRD-K23566484,O=C1CNC(=O)N1c1ccccc1
OC(=O)c1cc(ccc1O)N(Cc1ccccc1O)Cc1cc(O)ccc1O,BRD-K23583188,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1
Fc1cccc(C=NN=Cc2cccc(F)c2)c1,BRD-K23623876,C(=NN=Cc1ccccc1)c1ccccc1
Clc1oc(=O)c2ccccc2c1Cl,BRD-K23704908,O=c1occc2ccccc12
O=c1ccc2ccccc2o1,BRD-K23913458,O=c1ccc2ccccc2o1
CN1CCC=C(C1)C(=O)OCC#C,BRD-K23922020,C1=CCNCC1
Cn1cnc2[nH]c(=O)n(C)c(=O)c12,BRD-K24084088,O=c1[nH]c(=O)c2[nH]cnc2[nH]1
COc1cc(cc(OC)c1OC)\C=C\C(=O)N1CCC=CC1=O,BRD-K24132293,O=C1C=CCCN1C(=O)C=Cc1ccccc1
CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc(O)c2)CC1,BRD-K24201553,O=S(=O)(c1ccccc1)N1CCCC1CCN1CCCCC1
CC1=NN=C(c2ccc(N)cc2)c2cc3OCOc3cc2C1,BRD-K24240364,C1=NN=C(c2ccccc2)c2cc3c(cc2C1)OCO3
NC[C@@H]1O[C@@H](Cc2c(O)c(O)ccc12)C12CC3CC(CC(C3)C1)C2,BRD-K24396733,c1ccc2c(c1)COC(C13CC4CC(CC(C4)C1)C3)C2
CC1(C)Oc2ccc(cc2[C@H]([C@@H]1O)N1CCCC1=O)C#N,BRD-K24526313,O=C1CCCN1C1CCOc2ccccc21
Cc1nc2ccccn2c(=O)c1CCN1CCC(CC1)C(=O)c1ccc(F)cc1,BRD-K25224017,O=C(c1ccccc1)C1CCN(CCc2cnc3ccccn3c2=O)CC1
OC(=O)CCc1nc(c(o1)-c1ccccc1)-c1ccccc1,BRD-K25394294,c1ccc(-c2ncoc2-c2ccccc2)cc1
CNCCCC12CCC(c3ccccc13)c1ccccc21,BRD-K25433859,c1ccc2c(c1)C1CCC2c2ccccc21
COc1ccc2c(OC)c3ccoc3nc2c1OC,BRD-K25741894,c1ccc2nc3occc3cc2c1
Clc1cccc2c(cccc12)S(=O)(=O)NCCCCCCc1ccccc1,BRD-K25875056,O=S(=O)(NCCCCCCc1ccccc1)c1cccc2ccccc12
C(C1CCNCC1)c1c[nH]cn1,BRD-K25906698,c1nc(CC2CCNCC2)c[nH]1
Clc1cccc2CN(Cc12)C1=NCCN1,BRD-K26160755,c1ccc2c(c1)CN(C1=NCCN1)C2
NC(=O)c1sc(cc1N)-c1ccsc1,BRD-K26373640,c1csc(-c2ccsc2)c1
CC(C)=CCCN1CCC(CC1)NC(=O)[C@@](O)(C1CCCC1)c1ccccc1,BRD-K26429091,O=C(NC1CCNCC1)C(c1ccccc1)C1CCCC1
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,BRD-K26521938,O=C1CCCC1
CCCN1CCC[C@@H]2Cc3n[nH]cc3C[C@@H]12,BRD-K26548821,c1[nH]nc2c1CC1NCCCC1C2
CN(C)c1ccc(cc1)\C=C1CCCN=C/1c1cccnc1,BRD-K26573499,C(=C1CCCN=C1c1cccnc1)c1ccccc1
OC(=O)c1ccc(Cl)cc1NC(=O)Nc1cccc(c1)C(F)(F)F,BRD-K26979635,O=C(Nc1ccccc1)Nc1ccccc1
COc1ccc2[nH]c(cc2c1)C(=O)c1ccccc1,BRD-K26997899,O=C(c1ccccc1)c1cc2ccccc2[nH]1
O=C(OCCN1CCCCC1)c1c[nH]c2ccccc12,BRD-K27141178,O=C(OCCN1CCCCC1)c1c[nH]c2ccccc12
O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCOCC1,BRD-K27305650,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C,BRD-K27316855,C=C1CCCCC1=CC=C1CCCC2CCCC12
CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C(C)=O,BRD-K27351809,O=C1C=C2C=CC3C4CCCC4CCC3C2CC1
CCCCCC[C@@H]([C@@H](C)O)n1cnc2c(N)ncnc12,BRD-K27450477,c1ncc2nc[nH]c2n1
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(C[C@H]12)=C/CCCC(O)=O,BRD-K27499107,C=C1CC2CCCC2C1
O=C1CCc2c(O1)ccc1ccccc21,BRD-K27710560,O=C1CCc2c(ccc3ccccc23)O1
Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,BRD-K27737647,O=S(=O)(NCCNCC=Cc1ccccc1)c1cccc2cnccc12
CN1C[C@H](CO)C=C2[C@H]1Cc1c[nH]c3cccc2c13,BRD-K27871032,C1=C2c3cccc4[nH]cc(c34)CC2NCC1
